model,Body_Type,transmission,No_of_owners,centralVariantId,oem,modelYear,Mileage,Fuel_Type,Kilometer,price,City,Car_Age
Superb,Sedan,Manual,2,9004,Skoda,2012,13.7,Petrol,100000,385000,Bangalore,12
XUV500,SUV,Manual,4,3823,Mahindra,2012,15.1,Diesel,120000,600000,Bangalore,12
TUV,SUV,Manual,2,3755,Mahindra,2016,18.49,Diesel,70000,600000,Bangalore,8
Superb,Sedan,Manual,2,9004,Skoda,2012,13.7,Petrol,90000,365000,Bangalore,12
Bolero,Pickup Trucks,Manual,1,8807,Mahindra,2019,19.18624891,Diesel,70000,749000,Bangalore,5
Punto,Hatchback,Manual,1,5278,Fiat,2014,20.3,Diesel,120000,350000,Bangalore,10
Alcazar,SUV,Automatic,1,8462,Hyundai,2022,14.2,Petrol,20000,2350000,Bangalore,2
i20,Hatchback,Manual,1,6808,Hyundai,2020,18.6,Petrol,20000,700000,Bangalore,4
EON,Hatchback,Manual,2,1504,Hyundai,2012,21.1,Petrol,50000,229999,Bangalore,12
WR-V,SUV,Manual,1,5668,Honda,2018,17.5,Petrol,51338,875000,Bangalore,6
Creta,SUV,Manual,1,5755,Hyundai,2017,15.29,Petrol,97334,925000,Bangalore,7
i20,Hatchback,Manual,1,6808,Hyundai,2020,18.6,Petrol,20000,700000,Bangalore,4
Creta,SUV,Manual,2,8179,Hyundai,2016,13,Petrol,53031,930000,Bangalore,8
Creta,SUV,Manual,2,8179,Hyundai,2016,13,Petrol,51580,898000,Bangalore,8
CLA,Sedan,Automatic,2,4549,Mercedes-Benz,2017,17.9,Diesel,57000,2395000,Bangalore,7
S-Presso,Hatchback,Manual,1,7173,Maruti,2020,21.7,Petrol,23920,449000,Bangalore,4
Creta,SUV,Automatic,1,1444,Hyundai,2018,17.01,Diesel,65000,1485000,Bangalore,6
Brio,Hatchback,Manual,2,1203,Honda,2012,19.4,Petrol,66434,335000,Bangalore,12
WR-V,SUV,Manual,1,5668,Honda,2017,17.5,Petrol,54097,825000,Bangalore,7
Glanza,Hatchback,Automatic,1,6977,Toyota,2021,19.56,Petrol,27655,935000,Bangalore,3
3,Sedan,Automatic,1,6631,BMW,2018,21.76,Diesel,14955,3825000,Bangalore,6
Alcazar,SUV,Automatic,1,8701,Hyundai,2022,14.2,Petrol,10000,2350000,Bangalore,2
T-Roc,SUV,Automatic,1,6889,Volkswagen,2020,18.4,Petrol,50000,2500000,Bangalore,4
Seltos,SUV,Manual,1,8425,Kia,2022,16.8,Petrol,10000,1540000,Bangalore,2
Creta,SUV,Automatic,2,6439,Hyundai,2019,17.6,Diesel,70000,1290000,Bangalore,5
Elantra,Sedan,Manual,3,1461,Hyundai,2007,14.9,Diesel,150000,50000,Bangalore,17
Sonet,SUV,Manual,2,8006,Kia,2021,18.2,Petrol,10000,1025000,Bangalore,3
City,Sedan,Manual,3,1219,Honda,2016,26,Diesel,110000,600000,Bangalore,8
Eeco,Minivans,Manual,1,7346,Maruti,2020,16.11,Petrol,30000,434999,Bangalore,4
WR-V,SUV,Manual,2,5668,Honda,2017,17.5,Petrol,14338,808000,Bangalore,7
Eeco,Minivans,Manual,1,7346,Maruti,2020,16.11,Petrol,30000,434999,Bangalore,4
Wagon,Hatchback,Manual,2,4349,Maruti,2011,18.9,Petrol,73799,278000,Bangalore,13
XUV300,SUV,Automatic,1,8328,Mahindra,2021,16.5,Petrol,39139,1261000,Bangalore,3
Venue,SUV,Manual,1,7931,Hyundai,2020,17.52,Petrol,20000,850000,Bangalore,4
EON,Hatchback,Manual,2,1502,Hyundai,2014,21.1,Petrol,89633,270000,Bangalore,10
X1,SUV,Automatic,3,344,BMW,2011,17.05,Diesel,70000,1000000,Bangalore,13
Ertiga,MUV,Manual,2,8959,Maruti,2017,20.51,Petrol,16826,844999,Bangalore,7
Ignis,Hatchback,Manual,2,4105,Maruti,2017,20.89,Petrol,25133,508000,Bangalore,7
Alto,Hatchback,Manual,1,3923,Maruti,2018,24.7,Petrol,80000,340000,Bangalore,6
XC40,SUV,Automatic,1,7535,Volvo,2020,19.18624891,Petrol,25000,3900000,Bangalore,4
Innova,MUV,Manual,1,2274,Toyota,2014,12.99,Diesel,90000,1225000,Bangalore,10
Innova,MUV,Manual,1,2274,Toyota,2014,12.99,Diesel,90000,1275000,Bangalore,10
Compass,SUV,Automatic,1,8321,Jeep,2022,14.1,Petrol,10000,2900000,Bangalore,2
XUV300,SUV,Manual,2,6795,Mahindra,2019,17,Petrol,70000,800000,Bangalore,5
E-Class,Sedan,Automatic,1,4570,Mercedes-Benz,2016,13,Diesel,110000,2800000,Bangalore,8
Santro,Hatchback,Manual,2,1715,Hyundai,2006,19.18624891,Petrol,20000,150000,Bangalore,18
Magnite,SUV,Manual,1,8127,Nissan,2021,18.75,Petrol,10000,638000,Bangalore,3
RediGO,Hatchback,Manual,2,5236,Datsun,2019,22.7,Petrol,20000,315000,Bangalore,5
Sonet,SUV,Manual,1,8012,Kia,2020,19.18624891,Diesel,34990,1328000,Bangalore,4
Celerio,Hatchback,Automatic,1,3995,Maruti,2016,23.1,Petrol,33210,490000,Bangalore,8
Verna,Sedan,Manual,2,5963,Hyundai,2020,22,Diesel,80000,1050000,Bangalore,4
Celerio,Hatchback,Automatic,2,10358,Maruti,2015,26.68,Petrol,28051,430000,Bangalore,9
Carens,MUV,Automatic,1,8788,Kia,2022,16.5,Petrol,22280,1723999,Bangalore,2
Swift,Hatchback,Manual,2,4191,Maruti,2007,17.8,Diesel,120000,270000,Bangalore,17
Grand,Hatchback,Manual,1,5604,Hyundai,2017,18.9,Petrol,21193,517000,Bangalore,7
Superb,Sedan,Automatic,2,3216,Skoda,2010,12,Petrol,120000,400000,Bangalore,14
Grand,Hatchback,Manual,1,7089,Hyundai,2021,20.7,Petrol,7150,627000,Bangalore,3
Tiago,Hatchback,Manual,1,2983,Tata,2016,23.84,Petrol,13262,509999,Bangalore,8
Cruze,Sedan,Manual,3,481,Chevrolet,2012,17.3,Diesel,100000,250000,Bangalore,12
X3,SUV,Automatic,4,353,BMW,2012,16.09,Diesel,100000,1600000,Bangalore,12
Baleno,Hatchback,Manual,2,3962,Maruti,2016,21.4,Petrol,100000,575000,Bangalore,8
Enjoy,MUV,Manual,1,510,Chevrolet,2014,18.2,Diesel,90000,409999,Bangalore,10
Nexon,SUV,Automatic,2,6388,Tata,2018,17,Petrol,40000,925000,Bangalore,6
i20,Hatchback,Manual,2,1656,Hyundai,2013,21.9,Diesel,50000,475000,Bangalore,11
Nano,Hatchback,Manual,3,2820,Tata,2015,25.4,Petrol,50000,185000,Bangalore,9
Santro,Hatchback,Manual,3,1711,Hyundai,2008,17.92,Petrol,50000,225000,Bangalore,16
Tiguan,SUV,Automatic,1,7258,Volkswagen,2021,17.01,Petrol,21000,3275000,Bangalore,3
XC40,SUV,Automatic,1,2092,Volvo,2019,18,Diesel,38000,3750000,Bangalore,5
Triber,MUV,Manual,1,7123,Renault,2019,20,Petrol,61902,513999,Bangalore,5
RediGO,Hatchback,Automatic,1,6211,Datsun,2018,23,Petrol,38396,347000,Bangalore,6
City,Sedan,Manual,3,1242,Honda,2004,12.8,Petrol,30000,100000,Bangalore,20
Sonet,SUV,Manual,1,8010,Kia,2022,18.2,Petrol,7561,1329000,Bangalore,2
EON,Hatchback,Manual,1,1506,Hyundai,2017,21.1,Petrol,30000,300000,Bangalore,7
Slavia,Sedan,Manual,1,8692,Skoda,2022,19.47,Petrol,6731,1358000,Bangalore,2
Compass,SUV,Manual,1,5936,Jeep,2019,16,Petrol,20000,1500000,Bangalore,5
Swift,Hatchback,Automatic,1,7056,Maruti,2018,21.21,Petrol,55567,642000,Bangalore,6
Kiger,SUV,Automatic,2,10050,Renault,2021,18.24,Petrol,48938,911000,Bangalore,3
Swift,Hatchback,Manual,2,6236,Maruti,2017,28.4,Diesel,80000,550000,Bangalore,7
Duster,SUV,Manual,1,5052,Renault,2013,19.01,Diesel,80000,420000,Bangalore,11
Figo,Hatchback,Manual,1,1038,Ford,2010,15.6,Petrol,10000,450000,Bangalore,14
Seltos,SUV,Manual,1,8425,Kia,2022,16.8,Petrol,10000,1565000,Bangalore,2
Tiago,Hatchback,Manual,2,2983,Tata,2016,23.84,Petrol,60000,450000,Bangalore,8
Aspire,Sedan,Automatic,1,1058,Ford,2015,17.01,Petrol,71545,459999,Bangalore,9
Santro,Hatchback,Manual,1,1715,Hyundai,2007,19.18624891,Petrol,60000,200000,Bangalore,17
TUV,SUV,Automatic,2,3758,Mahindra,2016,18.49,Diesel,80000,679000,Bangalore,8
Omni,Minivans,Manual,5,4125,Maruti,2015,10.9,Cng,120000,229999,Bangalore,9
Seltos,SUV,Manual,1,7106,Kia,2020,16.8,Petrol,60000,1200000,Bangalore,4
Grand,Hatchback,Automatic,1,1544,Hyundai,2016,18.9,Petrol,56577,543000,Bangalore,8
Creta,SUV,Automatic,2,1452,Hyundai,2018,13,Petrol,56974,1035000,Bangalore,6
Venue,SUV,Manual,1,7925,Hyundai,2021,18,Petrol,10000,1150000,Bangalore,3
i20,Hatchback,Manual,1,1655,Hyundai,2013,18.5,Petrol,40344,479000,Bangalore,11
Ecosport,SUV,Manual,3,6092,Ford,2018,23,Diesel,36216,736000,Bangalore,6
KWID,Hatchback,Automatic,1,7433,Renault,2022,22,Petrol,10000,530000,Bangalore,2
Creta,SUV,Manual,2,5362,Hyundai,2017,15.29,Petrol,45965,880000,Bangalore,7
Innova,MUV,Automatic,1,8188,Toyota,2021,8,Petrol,10000,2600000,Bangalore,3
City,Sedan,Automatic,1,1217,Honda,2016,18,Petrol,74982,789000,Bangalore,8
Nexon,SUV,Automatic,1,6364,Tata,2020,17,Petrol,21925,1030000,Bangalore,4
Rapid,Sedan,Automatic,1,3148,Skoda,2015,21.66,Diesel,120000,600000,Bangalore,9
City,Sedan,Manual,2,1245,Honda,2010,17,Petrol,70000,250000,Bangalore,14
Amaze,Sedan,Manual,3,1164,Honda,2014,25.8,Diesel,80000,390000,Bangalore,10
Swift,Hatchback,Manual,2,5319,Maruti,2009,16.1,Petrol,90000,280000,Bangalore,15
Magnite,SUV,Manual,1,8130,Nissan,2021,18.75,Petrol,20000,919999,Bangalore,3
Thar,SUV,Automatic,1,8076,Mahindra,2021,19.18624891,Diesel,50000,1600000,Bangalore,3
Magnite,SUV,Manual,1,8127,Nissan,2021,18.75,Petrol,10000,650000,Bangalore,3
i10,Hatchback,Manual,4,1578,Hyundai,2010,20.36,Petrol,80000,240000,Bangalore,14
Rover,SUV,Automatic,1,4860,Land Rover,2018,12.51,Diesel,61000,4445000,Bangalore,6
Marazzo,MUV,Manual,1,6517,Mahindra,2019,17.3,Diesel,50000,1350000,Bangalore,5
Alto,Hatchback,Manual,1,10327,Maruti,2015,22.05,Petrol,50406,312000,Bangalore,9
Grand,Hatchback,Manual,1,5605,Hyundai,2017,18.9,Petrol,26483,582000,Bangalore,7
Indica,Hatchback,Manual,2,2514,Tata,2015,25,Diesel,80000,150000,Bangalore,9
KUV,SUV,Manual,1,3556,Mahindra,2018,18.15,Petrol,12104,618000,Bangalore,6
Jazz,Hatchback,Automatic,1,7977,Honda,2021,17.1,Petrol,23721,916000,Bangalore,3
Figo,Hatchback,Manual,1,1043,Ford,2012,20,Diesel,80000,300000,Bangalore,12
S-Presso,Hatchback,Manual,1,7173,Maruti,2022,21.7,Petrol,8212,555000,Bangalore,2
Superb,Sedan,Automatic,3,3208,Skoda,2011,11.9,Diesel,80000,500000,Bangalore,13
Baleno,Hatchback,Automatic,1,5920,Maruti,2021,21.4,Petrol,9358,950000,Bangalore,3
Swift,Sedan,Manual,1,10244,Maruti,2016,22.41,Petrol,62011,608000,Bangalore,8
Indigo,Sedan,Manual,2,2672,Tata,2011,17,Diesel,120000,125000,Bangalore,13
XJ,Sedan,Automatic,2,5018,Jaguar,2011,10.5,Petrol,90000,1700000,Bangalore,13
XJ,Sedan,Automatic,2,5018,Jaguar,2011,10.5,Petrol,90000,1700000,Bangalore,13
Figo,Hatchback,Manual,1,1041,Ford,2013,20,Diesel,50000,225000,Bangalore,11
Fabia,Hatchback,Manual,2,3049,Skoda,2010,19.4,Diesel,100000,249000,Bangalore,14
Sumo,SUV,Manual,1,2941,Tata,2008,14.4,Diesel,100000,150000,Bangalore,16
Lancer,Sedan,Manual,5,3396,Mitsubishi,2002,14.8,Diesel,120000,130000,Bangalore,22
Mondeo,Sedan,Automatic,2,1101,Ford,2000,9,Petrol,80000,50000,Bangalore,24
Amaze,Sedan,Manual,2,1167,Honda,2015,18,Petrol,50000,375000,Bangalore,9
KWID,Hatchback,Manual,1,7431,Renault,2022,21.74,Petrol,10000,550000,Bangalore,2
Grand,Hatchback,Manual,1,5604,Hyundai,2019,18.9,Petrol,38771,590000,Bangalore,5
Celerio,Hatchback,Automatic,1,6041,Maruti,2018,21.63,Petrol,42174,511000,Bangalore,6
Indigo,Sedan,Manual,1,2708,Tata,2017,19.09,Diesel,120000,260000,Bangalore,7
KWID,Hatchback,Manual,1,8976,Renault,2017,23.01,Petrol,43199,381000,Bangalore,7
XUV500,SUV,Manual,2,3822,Mahindra,2014,15.1,Diesel,65000,819000,Bangalore,10
Baleno,Hatchback,Manual,1,3963,Maruti,2016,21.4,Petrol,20000,575000,Bangalore,8
KWID,Hatchback,Manual,2,7428,Renault,2019,22.25,Petrol,10155,428000,Bangalore,5
Santro,Hatchback,Manual,2,1715,Hyundai,2006,19.18624891,Petrol,110654,195000,Bangalore,18
Swift,Hatchback,Manual,1,7059,Maruti,2020,21.21,Petrol,50704,696000,Bangalore,4
Grand,Hatchback,Manual,1,7543,Hyundai,2020,20.7,Petrol,34725,740000,Bangalore,4
XUV500,SUV,Manual,2,8182,Mahindra,2013,15.1,Diesel,90000,825000,Bangalore,11
i10,Hatchback,Manual,1,1567,Hyundai,2011,19.81,Petrol,30000,300000,Bangalore,13
Tiago,Hatchback,Manual,1,2984,Tata,2016,27.28,Diesel,60000,500000,Bangalore,8
Sunny,Sedan,Manual,2,3347,Nissan,2013,21.64,Diesel,120000,229999,Bangalore,11
Ikon,Sedan,Manual,2,1076,Ford,2004,14.2,Petrol,80000,75000,Bangalore,20
Accent,Sedan,Manual,1,1435,Hyundai,2009,13.2,Petrol,60000,260000,Bangalore,15
Wagon,Hatchback,Manual,1,4333,Maruti,2008,18.9,Petrol,57709,240000,Bangalore,16
Thar,SUV,Manual,1,7960,Mahindra,2022,15.2,Petrol,20000,1500000,Bangalore,2
i10,Hatchback,Manual,1,1591,Hyundai,2010,20.36,Petrol,90000,275000,Bangalore,14
XF,Sedan,Automatic,2,5006,Jaguar,2014,16.36,Diesel,60000,2000000,Bangalore,10
XUV500,SUV,Manual,2,3801,Mahindra,2016,16,Diesel,26224,1013000,Bangalore,8
City,Sedan,Manual,2,1215,Honda,2016,17.8,Petrol,32196,677000,Bangalore,8
Ertiga,MUV,Manual,1,4046,Maruti,2016,24.52,Diesel,120000,900000,Bangalore,8
i20,Hatchback,Manual,3,1481,Hyundai,2017,18.6,Petrol,56672,591000,Bangalore,7
S-Presso,Hatchback,Manual,1,7173,Maruti,2020,21.7,Petrol,21226,428000,Bangalore,4
Fortuner,SUV,Manual,2,2263,Toyota,2010,11.5,Diesel,105000,1145000,Bangalore,14
Grand,Hatchback,Manual,1,7091,Hyundai,2022,20.7,Petrol,10346,697000,Bangalore,2
Swift,Sedan,Automatic,3,7712,Maruti,2020,22.61,Petrol,30000,630000,Bangalore,4
Alto,Hatchback,Manual,1,7277,Maruti,2021,22.05,Petrol,16679,429000,Bangalore,3
Celerio,Hatchback,Manual,2,10357,Maruti,2016,25.24,Petrol,15437,463999,Bangalore,8
Triber,MUV,Manual,1,6207,Renault,2019,20,Petrol,40000,750000,Bangalore,5
Venue,SUV,Automatic,2,6946,Hyundai,2019,18.15,Petrol,30000,1100000,Bangalore,5
Elantra,Sedan,Manual,1,1473,Hyundai,2014,22.7,Diesel,90000,700000,Bangalore,10
C-Class,Sedan,Automatic,2,9048,Mercedes-Benz,2013,15.8,Diesel,110000,1100000,Bangalore,11
Kushaq,SUV,Manual,1,9806,Skoda,2022,18.09,Petrol,20000,1695000,Bangalore,2
Q7,SUV,Automatic,1,121,Audi,2011,12.07,Diesel,120000,2000000,Bangalore,13
Eeco,Minivans,Manual,1,7346,Maruti,2021,16.11,Petrol,10000,500000,Bangalore,3
CR-V,SUV,Manual,3,1321,Honda,2005,11.1,Petrol,110000,200000,Bangalore,19
XF,Sedan,Automatic,1,5439,Jaguar,2017,19.33,Diesel,120000,2700000,Bangalore,7
RediGO,Hatchback,Manual,1,7846,Datsun,2020,21.7,Petrol,50000,360000,Bangalore,4
Jazz,Hatchback,Manual,1,1339,Honda,2017,18.7,Petrol,15017,733000,Bangalore,7
Wagon,Hatchback,Manual,1,4350,Maruti,2013,18.9,Petrol,75283,375000,Bangalore,11
Harrier,SUV,Manual,2,7503,Tata,2021,16.35,Diesel,54568,1885000,Bangalore,3
i20,Hatchback,Manual,1,1480,Hyundai,2016,18.6,Petrol,14516,657000,Bangalore,8
Baleno,Hatchback,Automatic,1,3964,Maruti,2019,21.4,Petrol,53627,729000,Bangalore,5
Tigor,Sedan,Manual,1,7373,Tata,2021,19.28,Petrol,20000,800000,Bangalore,3
KWID,Hatchback,Automatic,2,8707,Renault,2019,23.01,Petrol,5083,501000,Bangalore,5
TUV,SUV,Manual,2,3755,Mahindra,2016,18.49,Diesel,100000,650000,Bangalore,8
City,Sedan,Automatic,1,5630,Honda,2017,18,Petrol,50666,1005000,Bangalore,7
Nexon,SUV,Manual,1,8894,Tata,2022,17.57,Petrol,16962,1193000,Bangalore,2
Polo,Hatchback,Manual,1,6301,Volkswagen,2019,18.78,Petrol,10000,900000,Bangalore,5
XUV700,SUV,Manual,1,8620,Mahindra,2022,19.18624891,Diesel,10000,2150000,Bangalore,2
Polo,Hatchback,Automatic,1,1941,Volkswagen,2017,17.21,Petrol,70446,925000,Bangalore,7
Polo,Hatchback,Automatic,2,1941,Volkswagen,2017,17.21,Petrol,60528,865000,Bangalore,7
Taigun,SUV,Manual,1,8610,Volkswagen,2021,20.08,Petrol,7132,1585000,Bangalore,3
Fiesta,Sedan,Manual,5,994,Ford,2009,17.8,Diesel,100000,120000,Bangalore,15
M-Class,SUV,Automatic,3,4660,Mercedes-Benz,2012,11.74,Diesel,80000,1800000,Bangalore,12
GLE,SUV,Automatic,1,5533,Mercedes-Benz,2018,8.9,Petrol,30000,7000000,Bangalore,6
Indica,Hatchback,Manual,3,2520,Tata,2015,17.88,Diesel,120000,195000,Bangalore,9
i20,Hatchback,Manual,1,5703,Hyundai,2018,18.6,Petrol,21280,799000,Bangalore,6
Ecosport,SUV,Automatic,1,889,Ford,2017,15.63,Petrol,82021,689000,Bangalore,7
Nexon,SUV,Manual,1,9667,Tata,2023,17.33,Petrol,18998,1068000,Bangalore,1
Compass,SUV,Manual,1,5930,Jeep,2018,16.3,Diesel,56189,1798999,Bangalore,6
S-Presso,Hatchback,Manual,2,7172,Maruti,2020,21.7,Petrol,57644,383000,Bangalore,4
Alto,Hatchback,Manual,2,3923,Maruti,2018,24.7,Petrol,51286,327000,Bangalore,6
Quanto,SUV,Manual,1,3598,Mahindra,2012,17.21,Diesel,120000,195000,Bangalore,12
Grand,Hatchback,Manual,1,7091,Hyundai,2019,20.7,Petrol,27937,639000,Bangalore,5
Duster,SUV,Manual,2,5066,Renault,2013,20.45,Diesel,64000,575000,Bangalore,11
Ecosport,SUV,Manual,2,885,Ford,2017,15.85,Petrol,40031,660000,Bangalore,7
Alto,Hatchback,Manual,2,7073,Maruti,2017,22.05,Petrol,47619,325000,Bangalore,7
i20,Hatchback,Manual,5,1615,Hyundai,2009,17,Petrol,90000,225000,Bangalore,15
Urban,SUV,Automatic,1,7974,Toyota,2022,18.76,Petrol,20000,1075000,Bangalore,2
Urban,SUV,Manual,1,7971,Toyota,2022,17.03,Petrol,20000,975000,Bangalore,2
i10,Hatchback,Manual,3,1586,Hyundai,2010,20.36,Petrol,70000,300000,Bangalore,14
SX4,Sedan,Manual,3,4262,Maruti,2011,21.5,Diesel,110000,290000,Bangalore,13
Brio,Hatchback,Manual,3,1203,Honda,2012,19.4,Petrol,40000,260000,Bangalore,12
Sunny,Sedan,Manual,3,3350,Nissan,2012,21.64,Diesel,100000,360000,Bangalore,12
X3,SUV,Automatic,4,357,BMW,2013,16.55,Diesel,10000,1500000,Bangalore,11
EON,Hatchback,Manual,4,1504,Hyundai,2017,21.1,Petrol,60000,250000,Bangalore,7
Thar,SUV,Automatic,1,8074,Mahindra,2021,19.18624891,Petrol,24000,1773999,Bangalore,3
Venue,SUV,Manual,2,7927,Hyundai,2020,18,Petrol,30535,1073000,Bangalore,4
Alto,Hatchback,Manual,2,7013,Maruti,2017,23.95,Petrol,20229,349000,Bangalore,7
Celerio,Hatchback,Manual,1,7364,Maruti,2018,21.63,Petrol,35800,484999,Bangalore,6
Wagon,Hatchback,Manual,1,7053,Maruti,2021,20.52,Petrol,11453,591000,Bangalore,3
i20,Hatchback,Manual,1,1481,Hyundai,2016,18.6,Petrol,35410,657000,Bangalore,8
Alto,Hatchback,Manual,1,3919,Maruti,2009,19.7,Petrol,50000,210000,Bangalore,15
Grand,Hatchback,Automatic,1,5603,Hyundai,2018,18.9,Petrol,49948,591000,Bangalore,6
Polo,Hatchback,Manual,2,1954,Volkswagen,2014,22.07,Diesel,77000,509999,Bangalore,10
i20,Hatchback,Manual,1,1481,Hyundai,2017,18.6,Petrol,48285,658000,Bangalore,7
KWID,Hatchback,Manual,1,7435,Renault,2021,21.74,Petrol,19062,513999,Bangalore,3
i10,Hatchback,Automatic,2,1571,Hyundai,2011,16.95,Petrol,70000,330000,Bangalore,13
E-Class,Sedan,Automatic,2,4625,Mercedes-Benz,2015,13,Diesel,120000,2250000,Bangalore,9
C3,Hatchback,Manual,1,9140,Citroen,2022,19.3,Petrol,10000,950000,Bangalore,2
Polo,Hatchback,Manual,3,1973,Volkswagen,2014,16.47,Petrol,80000,495000,Bangalore,10
Palio,Hatchback,Manual,2,815,Fiat,2007,15.5,Petrol,80000,110000,Bangalore,17
Etios,Sedan,Manual,1,2190,Toyota,2011,17.6,Petrol,87000,330000,Bangalore,13
Vento,Sedan,Automatic,1,1996,Volkswagen,2016,22.15,Diesel,80000,775000,Bangalore,8
Wagon,Hatchback,Manual,2,4350,Maruti,2010,18.9,Petrol,110000,260000,Bangalore,14
City,Sedan,Automatic,3,1254,Honda,2009,16.8,Petrol,90000,300000,Bangalore,15
Swift,Hatchback,Automatic,1,7056,Maruti,2019,21.21,Petrol,30000,650000,Bangalore,5
Alto,Hatchback,Manual,1,3946,Maruti,2016,23.95,Petrol,56276,375000,Bangalore,8
i20,Hatchback,Manual,1,1480,Hyundai,2016,18.6,Petrol,27103,647000,Bangalore,8
Figo,Hatchback,Manual,2,1032,Ford,2011,20,Diesel,80000,245000,Bangalore,13
Ignis,Hatchback,Automatic,1,5554,Maruti,2017,20.89,Petrol,46507,591000,Bangalore,7
Grand,Hatchback,Manual,1,5604,Hyundai,2018,18.9,Petrol,30000,575000,Bangalore,6
Swift,Sedan,Manual,1,7077,Maruti,2017,21.21,Petrol,39070,659000,Bangalore,7
Etios,Sedan,Manual,1,7214,Toyota,2019,23.59,Diesel,120000,720000,Bangalore,5
Baleno,Hatchback,Manual,1,6777,Maruti,2020,21.01,Petrol,22438,733000,Bangalore,4
Baleno,Hatchback,Automatic,2,5920,Maruti,2020,21.4,Petrol,21225,867000,Bangalore,4
Jazz,Hatchback,Automatic,1,6506,Honda,2019,18.2,Petrol,28737,850000,Bangalore,5
Kiger,SUV,Manual,1,8358,Renault,2021,20.5,Petrol,20000,919999,Bangalore,3
i20,Hatchback,Manual,1,6255,Hyundai,2019,22.54,Diesel,30000,720000,Bangalore,5
Spark,Hatchback,Manual,3,593,Chevrolet,2009,18,Petrol,70000,120000,Bangalore,15
C-Class,Sedan,Automatic,2,4692,Mercedes-Benz,2010,14.84,Diesel,120000,650000,Bangalore,14
i20,Hatchback,Manual,2,1654,Hyundai,2012,18.5,Petrol,80000,350000,Bangalore,12
Polo,Hatchback,Manual,2,1955,Volkswagen,2010,22.07,Diesel,100000,360000,Bangalore,14
A6,Sedan,Automatic,1,56,Audi,2013,17.68,Diesel,80000,1600000,Bangalore,11
Estilo,Hatchback,Manual,3,4079,Maruti,2009,19.5,Petrol,40000,200000,Bangalore,15
Octavia,Sedan,Manual,1,5913,Skoda,2018,21,Diesel,70000,1600000,Bangalore,6
i20,Hatchback,Manual,2,1653,Hyundai,2013,21.9,Diesel,90106,381000,Bangalore,11
Superb,Sedan,Manual,1,9004,Skoda,2009,13.7,Petrol,50000,400000,Bangalore,15
Celerio,Hatchback,Automatic,1,10358,Maruti,2016,26.68,Petrol,138175,389000,Bangalore,8
KWID,Hatchback,Manual,1,7191,Renault,2019,23.01,Petrol,55609,445000,Bangalore,5
Indica,Hatchback,Manual,3,2510,Tata,2015,17.88,Diesel,120000,186000,Bangalore,9
Swift,Hatchback,Automatic,1,10404,Maruti,2018,22.56,Petrol,56410,642000,Bangalore,6
Baleno,Hatchback,Manual,1,8816,Maruti,2022,22.35,Petrol,30000,725000,Bangalore,2
i20,Hatchback,Manual,1,1481,Hyundai,2017,18.6,Petrol,77593,616000,Bangalore,7
WR-V,SUV,Manual,1,5475,Honda,2018,17.5,Petrol,49538,694000,Bangalore,6
Cruze,Sedan,Manual,4,481,Chevrolet,2012,17.3,Diesel,87000,400000,Bangalore,12
Bolero,SUV,Manual,1,3454,Mahindra,2016,15.96,Diesel,80000,650000,Bangalore,8
RediGO,Hatchback,Manual,2,5907,Datsun,2018,22.5,Petrol,50000,300000,Bangalore,6
Swift,Hatchback,Manual,1,4204,Maruti,2012,22.9,Diesel,120000,400000,Bangalore,12
Swift,Hatchback,Manual,1,6324,Maruti,2018,22,Petrol,30000,649000,Bangalore,6
Polo,Hatchback,Manual,2,1955,Volkswagen,2010,22.07,Diesel,100000,360000,Bangalore,14
Polo,Hatchback,Manual,2,1955,Volkswagen,2010,22.07,Diesel,100000,360000,Bangalore,14
Santro,Hatchback,Manual,3,1711,Hyundai,2010,17.92,Petrol,120000,240000,Bangalore,14
Grand,Hatchback,Automatic,1,7720,Hyundai,2021,20.7,Petrol,30000,800000,Bangalore,3
Swift,Hatchback,Manual,1,4191,Maruti,2009,17.8,Diesel,100000,350000,Bangalore,15
Celerio,Hatchback,Manual,2,10356,Maruti,2016,25.24,Petrol,41268,415000,Bangalore,8
Swift,Hatchback,Manual,1,10403,Maruti,2011,22.38,Petrol,60020,384000,Bangalore,13
XUV500,SUV,Manual,1,3807,Mahindra,2015,16,Diesel,120000,900000,Bangalore,9
i20,Hatchback,Manual,1,1488,Hyundai,2016,22.54,Diesel,32148,782000,Bangalore,8
Celerio,Hatchback,Automatic,1,10360,Maruti,2016,26,Petrol,69565,463000,Bangalore,8
Jazz,Hatchback,Manual,1,1345,Honda,2017,27.3,Diesel,60000,660000,Bangalore,7
Swift,Hatchback,Automatic,1,10404,Maruti,2018,22.56,Petrol,26007,663000,Bangalore,6
Ecosport,SUV,Manual,2,884,Ford,2018,18.88,Petrol,30000,900000,Bangalore,6
Swift,Hatchback,Manual,2,10403,Maruti,2010,22.38,Petrol,134850,316000,Bangalore,14
Celerio,Hatchback,Manual,1,10356,Maruti,2015,25.24,Petrol,44385,436000,Bangalore,9
New,SUV,Manual,2,2823,Tata,2009,13.93,Diesel,120000,280000,Bangalore,15
Creta,SUV,Manual,1,1445,Hyundai,2018,19.67,Diesel,30000,1350000,Bangalore,6
3,Sedan,Automatic,3,210,BMW,2011,13.2,Diesel,87000,975000,Bangalore,13
